 Nifty, Sensex, BankNifty, CNXIT, India vix, Nifty_Call_8000, Nifty_Put_7700, Nifty_Future, SBI_Put_225, SBI_Future,
1452056810,7783.65,0.0,25572.0,0.0,16534.5,0.0,11025.35,0.0,16.73,0.0,37.4,3900000.0,88.85,3500475.0,7789.05,3098400.0,10.3,36000.0,218.9,9544000.0,
1452056812,7783.65,0.0,25572.0,0.0,16534.5,0.0,11025.35,0.0,16.73,0.0,37.4,3900000.0,88.85,3500475.0,7789.05,3098400.0,10.3,36000.0,218.9,9544000.0,
1452056813,7783.5,0.0,25571.42,0.0,16533.7,0.0,11025.4,0.0,16.74,0.0,37.5,3903150.0,89.0,3510375.0,7789.0,3099225.0,10.3,36000.0,218.85,9544000.0,
1452056814,7783.5,0.0,25571.42,0.0,16533.7,0.0,11025.4,0.0,16.74,0.0,37.5,3903150.0,89.0,3510375.0,7789.0,3099225.0,10.3,36000.0,218.85,9544000.0,
1452056815,7783.25,0.0,25571.86,0.0,16532.5,0.0,11025.4,0.0,16.75,0.0,37.55,3903825.0,88.8,3511350.0,7789.0,3099375.0,10.3,36000.0,218.85,9558000.0,
1452056817,7783.25,0.0,25571.86,0.0,16532.5,0.0,11025.4,0.0,16.75,0.0,37.55,3903825.0,89.0,3511350.0,7789.15,3101025.0,10.3,36000.0,218.9,9560000.0,
1452056818,7783.0,0.0,25571.7,0.0,16530.5,0.0,11025.4,0.0,16.77,0.0,37.35,3903825.0,89.0,3511350.0,7789.15,3101025.0,10.3,36000.0,218.9,9560000.0,
1452056819,7783.1,0.0,25571.06,0.0,16532.6,0.0,11025.95,0.0,16.77,0.0,37.45,3903975.0,88.85,3512475.0,7789.1,3101325.0,10.3,36000.0,218.9,9562000.0,
1452056820,7783.1,0.0,25571.06,0.0,16532.6,0.0,11025.95,0.0,16.77,0.0,37.45,3903975.0,88.85,3512475.0,7789.1,3101325.0,10.3,36000.0,218.9,9562000.0,
1452056822,7782.9,0.0,25570.96,0.0,16530.15,0.0,11025.95,0.0,16.77,0.0,37.65,3904950.0,88.8,3513525.0,7789.05,3101775.0,10.3,36000.0,218.9,9562000.0,
1452056823,7782.9,0.0,25571.2,0.0,16530.4,0.0,11025.95,0.0,16.77,0.0,37.8,3905325.0,88.35,3514125.0,7789.45,3112650.0,10.3,36000.0,218.9,9566000.0,
1452056824,7782.9,0.0,25571.2,0.0,16530.4,0.0,11025.95,0.0,16.77,0.0,37.8,3905325.0,88.35,3514125.0,7789.45,3112650.0,10.3,36000.0,218.9,9566000.0,
